"","Date","State","TotalSamples","Negative","Positive"
"1278",2020-06-18,"Assam",246590,NA,4861
"1279",2020-06-19,"Assam",258797,NA,4904
"1280",2020-06-20,"Assam",273047,NA,5006
"1281",2020-06-21,"Assam",288306,NA,5388
"1282",2020-06-22,"Assam",301557,NA,5586
"1283",2020-06-23,"Assam",323258,NA,5853
"1284",2020-06-24,"Assam",336091,NA,6282
"1285",2020-06-25,"Assam",351753,NA,6646
"1286",2020-06-26,"Assam",362713,NA,6646
"1287",2020-06-27,"Assam",374519,NA,6919
"1288",2020-06-28,"Assam",385299,NA,7165
"1289",2020-06-29,"Assam",399393,NA,7492
"1290",2020-06-30,"Assam",412214,NA,7835
"1291",2020-07-01,"Assam",419878,NA,8547
"1292",2020-07-02,"Assam",428866,NA,8955
"1293",2020-07-03,"Assam",438882,NA,9434
"1294",2020-07-04,"Assam",449629,NA,9799
"1295",2020-07-05,"Assam",459143,NA,11001
"1296",2020-07-06,"Assam",471221,NA,11736
"1297",2020-07-07,"Assam",485156,NA,12522
"1298",2020-07-09,"Assam",508973,NA,14032
"1299",2020-07-10,"Assam",525485,NA,14600
"1300",2020-07-11,"Assam",537831,NA,15536
"1301",2020-07-12,"Assam",552376,NA,16071
"1302",2020-07-13,"Assam",563482,NA,16806
"1303",2020-07-14,"Assam",575867,NA,17807
"1304",2020-07-15,"Assam",589202,NA,18666
"1305",2020-07-16,"Assam",601385,NA,19754
"1306",2020-07-17,"Assam",614743,NA,20646
"1307",2020-07-18,"Assam",632372,NA,21864
"1308",2020-07-19,"Assam",651179,NA,22981
"1309",2020-07-20,"Assam",671191,NA,23999
"1310",2020-07-21,"Assam",689343,NA,25092
"1311",2020-07-22,"Assam",703374,NA,27744
"1312",2020-07-23,"Assam",723287,NA,28791
"1313",2020-07-24,"Assam",739465,NA,29921
"1314",2020-07-25,"Assam",753939,NA,31086
"1315",2020-07-26,"Assam",774484,NA,32228
"1316",2020-07-27,"Assam",796226,NA,33576
"1317",2020-07-28,"Assam",802674,NA,34947
"1318",2020-07-29,"Assam",838043,NA,36295
"1319",2020-07-30,"Assam",879071,NA,38407
"1320",2020-07-31,"Assam",917395,NA,40269
"1321",2020-08-01,"Assam",944556,NA,41726
"1322",2020-08-02,"Assam",964499,NA,42904
"1323",2020-08-03,"Assam",1006457,NA,45275
"1324",2020-08-04,"Assam",1065521,NA,48161
"1325",2020-08-05,"Assam",1124683,NA,50445
"1326",2020-08-06,"Assam",1180336,NA,52817
"1327",2020-08-07,"Assam",1238867,NA,55496
"1328",2020-08-08,"Assam",1293712,NA,57714
"1329",2020-08-09,"Assam",1318204,NA,58837
"1330",2020-08-10,"Assam",1378629,NA,61737
"1331",2020-08-11,"Assam",1430691,NA,64406
"1332",2020-08-12,"Assam",1573800,NA,68999
"1333",2020-08-13,"Assam",1635118,NA,71795
"1334",2020-08-14,"Assam",1684721,NA,74501
"1335",2020-08-15,"Assam",1705526,NA,NA
"1336",2020-08-16,"Assam",1725893,NA,76875
"1337",2020-08-17,"Assam",1775403,NA,79667
"1338",2020-08-18,"Assam",1819819,NA,82201
"1339",2020-08-19,"Assam",1860208,NA,84317
"1340",2020-08-20,"Assam",1894584,NA,86052
"1341",2020-08-21,"Assam",1930764,NA,87908
"1342",2020-08-22,"Assam",1953804,NA,NA
"1343",2020-08-23,"Assam",1972239,NA,NA
"1344",2020-08-24,"Assam",2000909,NA,NA
"1345",2020-08-25,"Assam",2035216,NA,NA
"1346",2020-08-26,"Assam",2071441,NA,NA
"1347",2020-08-27,"Assam",2106836,NA,NA
"1348",2020-08-28,"Assam",2146938,NA,NA
"1349",2020-08-29,"Assam",2183777,NA,NA
"1350",2020-08-30,"Assam",2217879,NA,NA
"1351",2020-08-31,"Assam",2262827,NA,NA
"1352",2020-09-01,"Assam",2299893,NA,NA
"1353",2020-09-02,"Assam",2347637,NA,NA
"1354",2020-09-03,"Assam",2396483,NA,NA
"1355",2020-09-04,"Assam",2436127,NA,NA
"1356",2020-09-05,"Assam",2471274,NA,NA
"1357",2020-09-06,"Assam",2494610,NA,NA
"1358",2020-09-07,"Assam",2533221,NA,NA
"1359",2020-09-08,"Assam",2567683,NA,NA
"1360",2020-09-09,"Assam",2599245,NA,NA
"1361",2020-09-10,"Assam",2634614,NA,NA
"1362",2020-09-11,"Assam",2671027,NA,NA
"1363",2020-09-12,"Assam",2702280,NA,NA
"1364",2020-09-13,"Assam",2717795,NA,NA
"1365",2020-09-14,"Assam",2750037,NA,NA
"1366",2020-09-15,"Assam",2782807,NA,NA
"1367",2020-09-16,"Assam",2815285,NA,NA
"1368",2020-09-17,"Assam",2835842,NA,NA
"1369",2020-09-18,"Assam",2871869,NA,NA
"1370",2020-09-19,"Assam",2907044,NA,NA
"1371",2020-09-20,"Assam",2926362,NA,NA
"1372",2020-09-21,"Assam",2961965,NA,NA
"1373",2020-09-22,"Assam",2991612,NA,NA
"1374",2020-09-23,"Assam",3021508,NA,NA
"1375",2020-09-24,"Assam",3050501,NA,NA
"1376",2020-09-25,"Assam",3078746,NA,NA
"1377",2020-09-26,"Assam",3104577,NA,NA
"1378",2020-09-27,"Assam",3119924,NA,NA
"1379",2020-09-28,"Assam",3240080,NA,NA
"1380",2020-09-29,"Assam",3374650,NA,NA
"1381",2020-09-30,"Assam",3523430,NA,NA
"1382",2020-10-01,"Assam",3563210,NA,NA
"1383",2020-10-02,"Assam",3591511,NA,NA
"1384",2020-10-03,"Assam",3625167,NA,NA
"1385",2020-10-04,"Assam",3638290,NA,NA
"1386",2020-10-05,"Assam",3673960,NA,NA
"1387",2020-10-06,"Assam",3705740,NA,NA
"1388",2020-10-07,"Assam",3739086,NA,NA
"1389",2020-10-08,"Assam",3771494,NA,NA
"1390",2020-10-09,"Assam",3803080,NA,NA
"1391",2020-10-10,"Assam",3830571,NA,NA
"1392",2020-10-11,"Assam",3841947,NA,NA
"1393",2020-10-12,"Assam",3949847,NA,NA
"1394",2020-10-13,"Assam",4076126,NA,NA
"1395",2020-10-14,"Assam",4215994,NA,NA
"1396",2020-10-15,"Assam",4251034,NA,NA
"1397",2020-10-16,"Assam",4285748,NA,NA
"1398",2020-10-17,"Assam",4308877,NA,NA
"1399",2020-10-18,"Assam",4322424,NA,NA
"1400",2020-10-19,"Assam",4357380,NA,NA
"1401",2020-10-20,"Assam",4395965,NA,NA
"1402",2020-10-21,"Assam",4438417,NA,NA
"1403",2020-10-22,"Assam",4472792,NA,NA
"1404",2020-10-23,"Assam",4490288,NA,NA
"1405",2020-10-24,"Assam",4502551,NA,NA
"1406",2020-10-25,"Assam",4511304,NA,NA
"1407",2020-10-26,"Assam",4525529,NA,NA
"1408",2020-10-27,"Assam",4551693,NA,NA
"1409",2020-10-28,"Assam",4577843,NA,NA
"1410",2020-10-29,"Assam",4606145,NA,NA
"1411",2020-10-30,"Assam",4631817,NA,NA
"1412",2020-10-31,"Assam",4657839,NA,NA
"1413",2020-11-01,"Assam",4669415,NA,NA
"1414",2020-11-02,"Assam",4699749,NA,NA
"1415",2020-11-03,"Assam",4728633,NA,NA
"1416",2020-11-04,"Assam",4757659,NA,NA
"1417",2020-11-05,"Assam",4785618,NA,NA
"1418",2020-11-06,"Assam",4811501,NA,NA
"1419",2020-11-07,"Assam",4834733,NA,NA
"1420",2020-11-08,"Assam",4845718,NA,NA
"1421",2020-11-09,"Assam",4874244,NA,NA
"1422",2020-11-10,"Assam",4899583,NA,NA
"1423",2020-11-11,"Assam",4926906,NA,NA
"1424",2020-11-12,"Assam",4951256,NA,NA
"1425",2020-11-13,"Assam",4977600,NA,NA
"1426",2020-11-14,"Assam",4991216,NA,NA
"1427",2020-11-15,"Assam",4999585,NA,NA
"1428",2020-11-16,"Assam",5018957,NA,NA
"1429",2020-11-17,"Assam",5043594,NA,NA
"1430",2020-11-18,"Assam",5067078,NA,NA
"1431",2020-11-19,"Assam",5089868,NA,NA
"1432",2020-11-20,"Assam",5108138,NA,NA
"1433",2020-11-21,"Assam",5127982,NA,NA
"1434",2020-11-22,"Assam",5137976,NA,NA
"1435",2020-11-23,"Assam",5163201,NA,NA
"1436",2020-11-24,"Assam",5184973,NA,NA
"1437",2020-11-25,"Assam",5209399,NA,NA
"1438",2020-11-26,"Assam",5230177,NA,NA
"1439",2020-11-27,"Assam",5256021,NA,NA
"1440",2020-11-28,"Assam",5279948,NA,NA
"1441",2020-11-29,"Assam",5291506,NA,NA
"1442",2020-11-30,"Assam",5314189,NA,NA
"1443",2020-12-01,"Assam",5342717,NA,NA
"1444",2020-12-02,"Assam",5368608,NA,NA
"1445",2020-12-03,"Assam",5396616,NA,NA
"1446",2020-12-04,"Assam",5425067,NA,NA
"1447",2020-12-05,"Assam",5449083,NA,NA
"1448",2020-12-06,"Assam",5460597,NA,NA
"1449",2020-12-07,"Assam",5490072,NA,NA
"1450",2020-12-08,"Assam",5510027,NA,NA
"1451",2020-12-09,"Assam",5538923,NA,NA
"1452",2020-12-10,"Assam",5561572,NA,NA
"1453",2020-12-11,"Assam",5582574,NA,NA
"1454",2020-12-12,"Assam",5604468,NA,NA
"1455",2020-12-13,"Assam",5615996,NA,NA
"1456",2020-12-14,"Assam",5644556,NA,NA
"1457",2020-12-15,"Assam",5670841,NA,NA
"1458",2020-12-16,"Assam",5693810,NA,NA
"1459",2020-12-17,"Assam",5717410,NA,NA
"1460",2020-12-18,"Assam",5740172,NA,NA
"1461",2020-12-19,"Assam",5760162,NA,NA
"1462",2020-12-20,"Assam",5770309,NA,NA
"1463",2020-12-21,"Assam",5794448,NA,NA
"1464",2020-12-22,"Assam",5817612,NA,NA
"1465",2020-12-23,"Assam",5839239,NA,NA
"1466",2020-12-24,"Assam",5861134,NA,NA
"1467",2020-12-25,"Assam",5872891,NA,NA
"1468",2020-12-26,"Assam",5891165,NA,NA
"1469",2020-12-27,"Assam",5901470,NA,NA
"1470",2020-12-28,"Assam",5926250,NA,NA
"1471",2020-12-29,"Assam",5949488,NA,NA
"1472",2020-12-30,"Assam",5974986,NA,NA
"1473",2020-12-31,"Assam",5997450,NA,NA
"1474",2021-01-01,"Assam",6014286,NA,NA
"1475",2021-01-02,"Assam",6038661,NA,NA
"1476",2021-01-03,"Assam",6047033,NA,NA
"1477",2021-01-04,"Assam",6071395,NA,NA
"1478",2021-01-05,"Assam",6093608,NA,NA
"1479",2021-01-06,"Assam",6116867,NA,NA
"1480",2021-01-07,"Assam",6136824,NA,NA
"1481",2021-01-08,"Assam",6155346,NA,NA
"1482",2021-01-09,"Assam",6171341,NA,NA
"1483",2021-01-10,"Assam",6179337,NA,NA
"1484",2021-01-11,"Assam",6198370,NA,NA
"1485",2021-01-12,"Assam",6214575,NA,NA
"1486",2021-01-13,"Assam",6226872,NA,NA
"1487",2021-01-14,"Assam",6232827,NA,NA
"1488",2021-01-15,"Assam",6241227,NA,NA
"1489",2021-01-16,"Assam",6255061,NA,NA
"1490",2021-01-17,"Assam",6262239,NA,NA
"1491",2021-01-18,"Assam",6280908,NA,NA
"1492",2021-01-19,"Assam",6298494,NA,NA
"1493",2021-01-20,"Assam",6314289,NA,NA
"1494",2021-01-21,"Assam",6331271,NA,NA
"1495",2021-01-22,"Assam",6348913,NA,NA
"1496",2021-01-23,"Assam",6363340,NA,NA
"1497",2021-01-24,"Assam",6369654,NA,NA
"1498",2021-01-25,"Assam",6388162,NA,NA
"1499",2021-01-26,"Assam",6395713,NA,NA
"1500",2021-01-27,"Assam",6412217,NA,NA
"1501",2021-01-28,"Assam",6429030,NA,NA
"1502",2021-01-29,"Assam",6445513,NA,NA
"1503",2021-01-30,"Assam",6459972,NA,NA
"1504",2021-01-31,"Assam",6465926,NA,NA
"1505",2021-02-01,"Assam",6482747,NA,NA
"1506",2021-02-02,"Assam",6498609,NA,NA
"1507",2021-02-03,"Assam",6514682,NA,NA
"1508",2021-02-04,"Assam",6530025,NA,NA
"1509",2021-02-05,"Assam",6546265,NA,NA
"1510",2021-02-06,"Assam",6561527,NA,NA
"1511",2021-02-07,"Assam",6567763,NA,NA
"1512",2021-02-08,"Assam",6586636,NA,NA
"1513",2021-02-09,"Assam",6603122,NA,NA
"1514",2021-02-10,"Assam",6621149,NA,NA
"1515",2021-02-11,"Assam",6636931,NA,NA
"1516",2021-02-12,"Assam",6651866,NA,NA
"1517",2021-02-13,"Assam",6665457,NA,NA
"1518",2021-02-14,"Assam",6671847,NA,NA
"1519",2021-02-15,"Assam",6687517,NA,NA
"1520",2021-02-16,"Assam",6699439,NA,NA
"1521",2021-02-17,"Assam",6714092,NA,NA
"1522",2021-02-18,"Assam",6727393,NA,NA
"1523",2021-02-19,"Assam",6741534,NA,NA
"1524",2021-02-20,"Assam",6755773,NA,NA
"1525",2021-02-21,"Assam",6761696,NA,NA
"1526",2021-02-22,"Assam",6777232,NA,NA
"1527",2021-02-23,"Assam",6791871,NA,NA
"1528",2021-02-24,"Assam",6806954,NA,NA
"1529",2021-02-25,"Assam",6820414,NA,NA
"1530",2021-02-26,"Assam",6832623,NA,NA
"1531",2021-02-27,"Assam",6844652,NA,NA
"1532",2021-02-28,"Assam",6850204,NA,NA
"1533",2021-03-01,"Assam",6864937,NA,NA
"1534",2021-03-02,"Assam",6878793,NA,NA
"1535",2021-03-03,"Assam",6892401,NA,NA
"1536",2021-03-04,"Assam",6905061,NA,NA
"1537",2021-03-05,"Assam",6918612,NA,NA
"1538",2021-03-06,"Assam",6930530,NA,NA
"1539",2021-03-07,"Assam",6936521,NA,NA
"1540",2021-03-08,"Assam",6951764,NA,NA
"1541",2021-03-09,"Assam",6965973,NA,NA
"1542",2021-03-10,"Assam",6980144,NA,NA
"1543",2021-03-11,"Assam",6991954,NA,NA
"1544",2021-03-12,"Assam",7004429,NA,NA
"1545",2021-03-13,"Assam",7015053,NA,NA
"1546",2021-03-14,"Assam",7020154,NA,NA
"1547",2021-03-15,"Assam",7034805,NA,NA
"1548",2021-03-16,"Assam",7049339,NA,NA
"1549",2021-03-17,"Assam",7062543,NA,NA
"1550",2021-03-18,"Assam",7076079,NA,NA
"1551",2021-03-19,"Assam",7089297,NA,NA
"1552",2021-03-20,"Assam",7102521,NA,NA
"1553",2021-03-21,"Assam",7109925,NA,NA
"1554",2021-03-22,"Assam",7125829,NA,NA
"1555",2021-03-23,"Assam",7140065,NA,NA
"1556",2021-03-24,"Assam",7155821,NA,NA
"1557",2021-03-25,"Assam",7170030,NA,NA
"1558",2021-03-26,"Assam",7184142,NA,NA
"1559",2021-03-27,"Assam",7193204,NA,NA
"1560",2021-03-28,"Assam",7198536,NA,NA
"1561",2021-03-29,"Assam",7205649,NA,NA
"1562",2021-03-30,"Assam",7218433,NA,NA
"1563",2021-03-31,"Assam",7231399,NA,NA
"1564",2021-04-01,"Assam",7243652,NA,NA
"1565",2021-04-02,"Assam",7255974,NA,NA
"1566",2021-04-03,"Assam",7271998,NA,NA
"1567",2021-04-04,"Assam",7279073,NA,NA
"1568",2021-04-05,"Assam",7296678,NA,NA
"1569",2021-04-06,"Assam",7311418,NA,NA
"1570",2021-04-07,"Assam",7332580,NA,NA
"1571",2021-04-08,"Assam",7355468,NA,NA
"1572",2021-04-09,"Assam",7380587,NA,NA
"1573",2021-04-10,"Assam",7448662,NA,NA
"1574",2021-04-11,"Assam",7521991,NA,NA
"1575",2021-04-12,"Assam",7624173,NA,NA
"1576",2021-04-13,"Assam",7683483,NA,NA
"1577",2021-04-14,"Assam",7713548,NA,NA
"1578",2021-04-15,"Assam",7731871,NA,NA
"1579",2021-04-16,"Assam",7764292,NA,NA
"1580",2021-04-17,"Assam",7807560,NA,NA
"1581",2021-04-18,"Assam",7830860,NA,NA
"1582",2021-04-19,"Assam",7896270,NA,NA
"1583",2021-04-20,"Assam",7963421,NA,NA
"1584",2021-04-21,"Assam",8025528,NA,NA
"1585",2021-04-22,"Assam",8098956,NA,NA
"1586",2021-04-23,"Assam",8171361,NA,NA
"1587",2021-04-24,"Assam",8240455,NA,NA
"1588",2021-04-25,"Assam",8274129,NA,NA
"1589",2021-04-26,"Assam",8347310,NA,NA
"1590",2021-04-27,"Assam",8409938,NA,NA
"1591",2021-04-28,"Assam",8465418,NA,NA
"1592",2021-04-29,"Assam",8532696,NA,NA
"1593",2021-04-30,"Assam",8604935,NA,NA
"1594",2021-05-01,"Assam",8658937,NA,NA
"1595",2021-05-02,"Assam",8682755,NA,NA
"1596",2021-05-03,"Assam",8738694,NA,NA
"1597",2021-05-04,"Assam",8793697,NA,NA
"1598",2021-05-05,"Assam",8845771,NA,NA
"1599",2021-05-06,"Assam",8907148,NA,NA
"1600",2021-05-07,"Assam",8975466,NA,NA
"1601",2021-05-08,"Assam",9040606,NA,NA
"1602",2021-05-09,"Assam",9076741,NA,NA
"1603",2021-05-10,"Assam",9148938,NA,NA
"1604",2021-05-11,"Assam",9217510,NA,NA
"1605",2021-05-12,"Assam",9281466,NA,NA
"1606",2021-05-13,"Assam",9341060,NA,NA
"1607",2021-05-14,"Assam",9385117,NA,NA
"1608",2021-05-15,"Assam",9449818,NA,NA
"1609",2021-05-16,"Assam",9492702,NA,NA
"1610",2021-05-17,"Assam",9584183,NA,NA
"1611",2021-05-18,"Assam",9674434,NA,NA
"1612",2021-05-19,"Assam",9776474,NA,NA
"1613",2021-05-20,"Assam",9879158,NA,NA
"1614",2021-05-21,"Assam",9982316,NA,NA
"1615",2021-05-22,"Assam",10089714,NA,NA
"1616",2021-05-23,"Assam",10152436,NA,NA
"1617",2021-05-24,"Assam",10273104,NA,NA
"1618",2021-05-25,"Assam",10387419,NA,NA
"1619",2021-05-26,"Assam",10503538,NA,NA
"1620",2021-05-27,"Assam",10622979,NA,NA
"1621",2021-05-28,"Assam",10745956,NA,NA
"1622",2021-05-29,"Assam",10862518,NA,NA
"1623",2021-05-30,"Assam",10934116,NA,NA
"1624",2021-05-31,"Assam",11045702,NA,NA
"1625",2021-06-01,"Assam",11161215,NA,NA
"1626",2021-06-02,"Assam",11264137,NA,NA
"1627",2021-06-03,"Assam",11371212,NA,NA
"1628",2021-06-04,"Assam",11494805,NA,NA
"1629",2021-06-05,"Assam",11610773,NA,NA
"1630",2021-06-06,"Assam",11684421,NA,NA
"1631",2021-06-07,"Assam",11808737,NA,NA
"1632",2020-04-05,"Bihar",3037,2299,32
"1633",2020-04-08,"Bihar",4596,NA,38
"1634",2020-04-09,"Bihar",4991,NA,43
"1635",2020-04-10,"Bihar",5457,NA,60
"1636",2020-04-11,"Bihar",6250,NA,61
"1637",2020-04-12,"Bihar",6703,NA,64
"1638",2020-04-13,"Bihar",7263,NA,65
"1639",2020-04-14,"Bihar",7727,NA,62
"1640",2020-04-15,"Bihar",8263,NA,66
"1641",2020-04-16,"Bihar",8846,NA,72
"1642",2020-04-17,"Bihar",9486,NA,83
"1643",2020-04-18,"Bihar",10130,NA,85
"1644",2020-04-19,"Bihar",10745,NA,92
"1645",2020-04-20,"Bihar",11319,NA,96
"1646",2020-04-21,"Bihar",11999,NA,115
"1647",2020-04-22,"Bihar",12978,NA,136
"1648",2020-04-23,"Bihar",13785,NA,148
"1649",2020-04-24,"Bihar",14924,NA,176
"1650",2020-04-25,"Bihar",15885,NA,238
"1651",2020-04-26,"Bihar",17041,NA,255
"1652",2020-04-27,"Bihar",18179,NA,328
"1653",2020-04-28,"Bihar",19790,NA,346
"1654",2020-04-29,"Bihar",21180,NA,383
"1655",2020-04-30,"Bihar",22672,NA,409
"1656",2020-05-01,"Bihar",24118,NA,466
"1657",2020-05-02,"Bihar",25724,NA,476
"1658",2020-05-03,"Bihar",26951,NA,485
"1659",2020-05-04,"Bihar",28345,NA,525
"1660",2020-05-05,"Bihar",28791,NA,529
"1661",2020-05-06,"Bihar",29328,NA,539
"1662",2020-05-07,"Bihar",29841,NA,547
"1663",2020-05-08,"Bihar",30320,NA,564
"1664",2020-05-09,"Bihar",31552,NA,585
"1665",2020-05-10,"Bihar",32670,NA,653
"1666",2020-05-11,"Bihar",34662,NA,714
"1667",2020-05-12,"Bihar",37430,NA,796
"1668",2020-05-13,"Bihar",39149,NA,909
"1669",2020-05-14,"Bihar",40782,NA,970
"1670",2020-05-15,"Bihar",42645,NA,1010
"1671",2020-05-16,"Bihar",44340,NA,1083
"1672",2020-05-17,"Bihar",45729,NA,1193
"1673",2020-05-18,"Bihar",46996,NA,1391
"1674",2020-05-19,"Bihar",50563,NA,1495
"1675",2020-05-20,"Bihar",53361,NA,1607
"1676",2020-05-21,"Bihar",55692,NA,1881
"1677",2020-05-22,"Bihar",58481,NA,2098
"1678",2020-05-23,"Bihar",61220,NA,2344
"1679",2020-05-24,"Bihar",63741,NA,2507
"1680",2020-05-27,"Bihar",68262,NA,3010
"1681",2020-05-28,"Bihar",70275,NA,3106
"1682",2020-05-29,"Bihar",72256,NA,3276
"1683",2020-05-30,"Bihar",73929,NA,3511
"1684",2020-05-31,"Bihar",75737,NA,3692
"1685",2020-06-01,"Bihar",78090,NA,3872
"1686",2020-06-02,"Bihar",81413,NA,4049
"1687",2020-06-03,"Bihar",84729,NA,4273
"1688",2020-06-04,"Bihar",88313,NA,4420
"1689",2020-06-05,"Bihar",91903,NA,4551
"1690",2020-06-06,"Bihar",95473,NA,4745
"1691",2020-06-07,"Bihar",99108,NA,4972
"1692",2020-06-08,"Bihar",102318,NA,5176
"1693",2020-06-09,"Bihar",105588,NA,5364
"1694",2020-06-10,"Bihar",109483,NA,5583
"1695",2020-06-11,"Bihar",113225,NA,5807
"1696",2020-06-12,"Bihar",116671,NA,6043
"1697",2020-06-13,"Bihar",120086,NA,6183
"1698",2020-06-14,"Bihar",123629,NA,6355
"1699",2020-06-15,"Bihar",127126,NA,6581
"1700",2020-06-16,"Bihar",130783,NA,6736
"1701",2020-06-17,"Bihar",134402,NA,6889
"1702",2020-06-18,"Bihar",139584,NA,6993
"1703",2020-06-19,"Bihar",145562,NA,7178
"1704",2020-06-20,"Bihar",151148,NA,7380
"1705",2020-06-21,"Bihar",156926,NA,7602
"1706",2020-06-22,"Bihar",163476,NA,7808
"1707",2020-06-23,"Bihar",169401,NA,7974
"1708",2020-06-24,"Bihar",175103,NA,8180
"1709",2020-06-25,"Bihar",181737,NA,8381
"1710",2020-06-26,"Bihar",189643,NA,8611
"1711",2020-06-27,"Bihar",198385,NA,8859
"1712",2020-06-28,"Bihar",205832,NA,9117
"1713",2020-06-29,"Bihar",212659,NA,9506
"1714",2020-06-30,"Bihar",220890,NA,9744
"1715",2020-07-01,"Bihar",228689,NA,10075
"1716",2020-07-02,"Bihar",235980,NA,10392
"1717",2020-07-03,"Bihar",243167,NA,10911
"1718",2020-07-04,"Bihar",251097,NA,11457
"1719",2020-07-05,"Bihar",257896,NA,11860
"1720",2020-07-06,"Bihar",264109,NA,12140
"1721",2020-07-07,"Bihar",269277,NA,12525
"1722",2020-07-08,"Bihar",275554,NA,13274
"1723",2020-07-09,"Bihar",284059,NA,13978
"1724",2020-07-10,"Bihar",291654,NA,14330
"1725",2020-07-11,"Bihar",300762,NA,15039
"1726",2020-07-12,"Bihar",310013,NA,16305
"1727",2020-07-13,"Bihar",319142,NA,17421
"1728",2020-07-14,"Bihar",329160,NA,18853
"1729",2020-07-15,"Bihar",337212,NA,20173
"1730",2020-07-16,"Bihar",347457,NA,21558
"1731",2020-07-17,"Bihar",357730,NA,23300
"1732",2020-07-18,"Bihar",368232,NA,24967
"1733",2020-07-19,"Bihar",378508,NA,26379
"1734",2020-07-20,"Bihar",388626,NA,27455
"1735",2020-07-21,"Bihar",398929,NA,28564
"1736",2020-07-22,"Bihar",409088,NA,30066
"1737",2020-07-23,"Bihar",419208,NA,31691
"1738",2020-07-24,"Bihar",429664,NA,33511
"1739",2020-07-25,"Bihar",442125,NA,36314
"1740",2020-07-26,"Bihar",456324,NA,38919
"1741",2020-07-27,"Bihar",470560,NA,41111
"1742",2020-07-28,"Bihar",486835,NA,43591
"1743",2020-07-29,"Bihar",504629,NA,45919
"1744",2020-07-30,"Bihar",525430,NA,48001
"1745",2020-07-31,"Bihar",548172,NA,50987
"1746",2020-08-01,"Bihar",576796,NA,54508
"1747",2020-08-02,"Bihar",612415,NA,57270
"1748",2020-08-03,"Bihar",648939,NA,59567
"1749",2020-08-04,"Bihar",687154,NA,62301
"1750",2020-08-05,"Bihar",739078,NA,64732
"1751",2020-08-06,"Bihar",799332,NA,68148
"1752",2020-08-07,"Bihar",870852,NA,71794
"1753",2020-08-08,"Bihar",946278,NA,75786
"1754",2020-08-09,"Bihar",1021906,NA,79720
"1755",2020-08-10,"Bihar",1097252,NA,82741
"1756",2020-08-11,"Bihar",1180566,NA,86812
"1757",2020-08-12,"Bihar",1272980,NA,90553
"1758",2020-08-13,"Bihar",1377432,NA,NA
"1759",2020-08-14,"Bihar",1498752,NA,NA
"1760",2020-08-15,"Bihar",1612250,NA,NA
"1761",2020-08-16,"Bihar",1679462,NA,NA
"1762",2020-08-17,"Bihar",1787189,NA,NA
"1763",2020-08-18,"Bihar",1899970,NA,NA
"1764",2020-08-19,"Bihar",2008149,NA,NA
"1765",2020-08-20,"Bihar",2116094,NA,NA
"1766",2020-08-21,"Bihar",2228516,NA,NA
"1767",2020-08-22,"Bihar",2331461,NA,NA
"1768",2020-08-23,"Bihar",2432497,NA,NA
"1769",2020-08-24,"Bihar",2494712,NA,NA
"1770",2020-08-25,"Bihar",2570097,NA,NA
"1771",2020-08-26,"Bihar",2672687,NA,NA
"1772",2020-08-27,"Bihar",2777160,NA,NA
"1773",2020-08-28,"Bihar",2882926,NA,NA
"1774",2020-08-29,"Bihar",2989407,NA,NA
"1775",2020-08-30,"Bihar",3097137,NA,NA
"1776",2020-08-31,"Bihar",3187161,NA,NA
"1777",2020-09-01,"Bihar",3302720,NA,NA
"1778",2020-09-02,"Bihar",3430124,NA,NA
"1779",2020-09-03,"Bihar",3571055,NA,NA
"1780",2020-09-04,"Bihar",3721250,NA,NA
"1781",2020-09-05,"Bihar",3871733,NA,NA
"1782",2020-09-06,"Bihar",4022766,NA,NA
"1783",2020-09-07,"Bihar",4175922,NA,NA
"1784",2020-09-08,"Bihar",4328593,NA,NA
"1785",2020-09-09,"Bihar",4450714,NA,NA
"1786",2020-09-10,"Bihar",4562913,NA,NA
"1787",2020-09-11,"Bihar",4667987,NA,NA
"1788",2020-09-12,"Bihar",4773917,NA,NA
"1789",2020-09-13,"Bihar",4884417,NA,NA
"1790",2020-09-14,"Bihar",4986747,NA,NA
"1791",2020-09-15,"Bihar",5094239,NA,NA
"1792",2020-09-16,"Bihar",5202209,NA,NA
"1793",2020-09-17,"Bihar",5307337,NA,NA
"1794",2020-09-18,"Bihar",5399493,NA,NA
"1795",2020-09-19,"Bihar",5523825,NA,NA
"1796",2020-09-20,"Bihar",5700336,NA,NA
"1797",2020-09-21,"Bihar",5873939,NA,NA
